"Enriched_in"	"Ontology_type"	"Ontology_accession"	"Ongology_description"	"Count_query"	"Count_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"
"NA.4357"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4358"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4359"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4360"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4361"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4362"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4363"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4364"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4365"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4366"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4367"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4368"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4369"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4370"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4371"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4372"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4373"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4374"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4375"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4376"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4377"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4378"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4379"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4380"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4381"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4382"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4383"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4384"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4385"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4386"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4387"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4388"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4389"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4390"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4391"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4392"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4393"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4394"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4395"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4396"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4397"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4398"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4399"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4400"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4401"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4402"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4403"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4404"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4405"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4406"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4407"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4408"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4409"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4410"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4411"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4412"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4413"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4414"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4415"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4416"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4417"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4418"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4419"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4420"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4421"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4422"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4423"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4424"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4425"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4426"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4427"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4428"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4429"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4430"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4431"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4432"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4433"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4434"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4435"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4436"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4437"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4438"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4439"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4440"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4441"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4442"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4443"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4444"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4445"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4446"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4447"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4448"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4449"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4450"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4451"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4452"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4453"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4454"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4455"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4456"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4457"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4458"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4459"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4460"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4461"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4462"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4463"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4464"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4465"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4466"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4467"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4468"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4469"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4470"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4471"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4472"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4473"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4474"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4475"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4476"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4477"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4478"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4479"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4480"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4481"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4482"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4483"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4484"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4485"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4486"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4487"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4488"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4489"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4490"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4491"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4492"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4493"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4494"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4495"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4496"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4497"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4498"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4499"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4500"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4501"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4502"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4503"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4504"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4505"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4506"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4507"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4508"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4509"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4510"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4511"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4512"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4513"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4514"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4515"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4516"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4517"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4518"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4519"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4520"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4521"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4522"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4523"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4524"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4525"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4526"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4527"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4528"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4529"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4530"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4531"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4532"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4533"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4534"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4535"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4536"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4537"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4538"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4539"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4540"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4541"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4542"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4543"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4544"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4545"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4546"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4547"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4548"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4549"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4550"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4551"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4552"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4553"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4554"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4555"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4556"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4557"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4558"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4559"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4560"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4561"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4562"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4563"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4564"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4565"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4566"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4567"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4568"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4569"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4570"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4571"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4572"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4573"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4574"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4575"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4576"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4577"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4578"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4579"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4580"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4581"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4582"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4583"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4584"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4585"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4586"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4587"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4588"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4589"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4590"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4591"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4592"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4593"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4594"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4595"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4596"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4597"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4598"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4599"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4600"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4601"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4602"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4603"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4604"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4605"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4606"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4607"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4608"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4609"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4610"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4611"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4612"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4613"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4614"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4615"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4616"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4617"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4618"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4619"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4620"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4621"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4622"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4623"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4624"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4625"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4626"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4627"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4628"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4629"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4630"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4631"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4632"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4633"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4634"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4635"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4636"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4637"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4638"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4639"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4640"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4641"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4642"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4643"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4644"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4645"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4646"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4647"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4648"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4649"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4650"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4651"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4652"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4653"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4654"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4655"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4656"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4657"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4658"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4659"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4660"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4661"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4662"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4663"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4664"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4665"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4666"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4667"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4668"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4669"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4670"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4671"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NA.4672"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
